date,transect,area_covered_in_sqkm,start,stop,WIL_ad,WIL_ju,ZEB_ad,ZEB_ju,GGR_ad,GGR_ju,GTH_ad,GTH_ju,BUF_ad,BUF_ju,KON_ad,KON_ju,WAR_ad,WAR_ju,OST_ad,OST_ju,ELA_ad,ELA_ju,RHI_ad,RHI_ju,HYC_ad,HYC_ju,LIO_ad,LIO_ju,JBB_ad,JBB_ju,JGO_ad,JGO_ju,JSS_ad,SJSS_ju,BEF_ad,BEF_ju,CHE_ad,CHE_ju,KOB_ad,KOB_ju,CRC_ad,CRC_ju,STW_ad,STW_juv,SER_ad,SER_juv,ELE_ad,ELE_juv,HOB_ad,HOB_juv,observer,main_prey,comments
1997-09-28,L2,1.2,,,0,0,73,15,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,93,
1997-09-28,L3,1.2,,,146,37,8,2,10,0,69,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,274,
1997-09-28,M1,1.2,,,0,0,0,0,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,58,
1997-09-28,M2,1.2,,,0,0,0,0,5,0,39,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,46,
1997-09-28,M3,1.2,,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,OH+BW,7,
1997-09-29,A1,1.2,,,4066,0,204,18,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,4310,
1997-09-29,A2,1.2,,,58,0,47,4,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,148,
1997-09-29,A3,1.2,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,2,
1997-10-12,L1,1.2,,,0,0,33,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,,,,,,,,OH+BW,44,
1997-10-12,L2,1.2,,,0,0,0,0,0,0,50,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,OH+BW,50,
1997-10-12,L3,1.2,,,0,0,6,0,16,0,58,4,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,84,
1997-10-12,M1,1.2,,,0,0,0,0,11,1,18,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,31,
1997-10-12,M2,1.2,,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,4,
1997-10-12,M3,1.2,,,0,0,5,0,13,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,OH+BW,26,
1997-10-13,A1,1.2,,,48,0,134,22,0,0,31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,235,
1997-10-13,A2,1.2,,,0,0,43,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,OH+BW,58,
1997-10-13,A3,1.2,,,0,0,0,0,12,0,44,0,0,0,3,0,2,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,OH+BW,56,
1998-01-19,A1,1.2,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,3,
1998-01-19,A2,1.2,,,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,50,
1998-01-19,A3,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-01-19,L1,1.2,,,200,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,300,
1998-01-19,L2,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-01-19,L3,1.2,,,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,100,
1998-01-19,M1,1.2,,,580,0,153,21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,760,
1998-01-19,M2,1.2,,,350,0,40,2,1,0,0,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,463,
1998-01-19,M3,1.2,,,62,0,9,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,84,
1998-02-04,L1,1.2,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,2,
1998-02-04,L2,1.2,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,2,
1998-02-04,L3,1.2,,,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,100,
1998-02-04,M1,1.2,,,226,0,65,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,305,
1998-02-04,M2,1.2,,,198,0,29,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,228,
1998-02-04,M3,1.2,,,83,0,116,8,29,0,40,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,303,
1998-02-05,A1,1.2,,,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,20,
1998-02-05,A2,1.2,,,1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,41,
1998-02-05,A3,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-02-07,N1,1.5,,,750,0,179,21,15,0,125,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,,,,,,,,,,,,,OH+BW,1091,
1998-02-07,N2,1.5,,,629,0,31,0,20,2,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,746,
1998-02-07,N3,0.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-02-18,L1,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-02-18,L2,1.2,,,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,OH+BW,1,
1998-02-18,L3,1.2,,,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,100,
1998-02-18,M1,1.2,,,2293,0,136,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,2448,
1998-02-18,M2,1.2,,,245,0,4,0,8,1,4,0,108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,382,
1998-02-18,M3,1.2,,,90,0,89,5,9,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,236,
1998-02-20,A1,1.2,,,0,0,0,0,20,0,0,0,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,320,
1998-02-20,A2,1.2,,,1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,41,
1998-02-20,A3,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-02-20,N1,1.5,,,208,0,210,26,3,1,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,524,
1998-02-20,N2,1.5,,,678,0,339,38,10,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,1089,
1998-02-20,N3,0.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-03-03,L1,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-03-03,L2,1.2,,,0,0,0,0,15,0,1,0,80,12,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,108,
1998-03-03,L3,1.2,,,0,0,0,0,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,,,,,,,,,,,,,OH+BW,99,
1998-03-03,M1,1.2,,,445,5,86,10,17,3,40,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,607,
1998-03-03,M2,1.2,,,63,0,2,0,25,2,7,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,,,,,,,,,,,,,OH+BW,99,
1998-03-03,M3,1.2,,,126,0,31,0,38,3,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,260,
1998-03-04,A1,1.2,,,0,0,0,0,40,1,2,0,212,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,270,
1998-03-04,A2,1.2,,,0,0,0,0,7,0,43,1,252,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,341,
1998-03-04,A3,1.2,,,0,0,0,0,71,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,71,
1998-03-06,N1,1.5,,,271,5,75,7,17,3,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,459,
1998-03-06,N2,1.5,,,1138,4,12,1,1,0,193,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,1350,
1998-03-06,N3,0.6,,,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,OH+BW,5,
1998-03-17,A1,1.2,,,0,0,0,0,21,1,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,23,
1998-03-17,A2,1.2,,,0,0,0,0,31,2,62,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,95,
1998-03-17,A3,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-03-17,M1,1.2,,,916,123,104,15,5,1,12,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,1176,
1998-03-17,M2,1.2,,,107,29,12,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,OH+BW,158,
1998-03-17,M3,1.2,,,132,8,176,3,14,0,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,377,
1998-03-18,L1,1.2,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
1998-03-18,L2,1.2,,,0,0,0,0,32,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,34,
1998-03-18,L3,1.2,,,0,0,0,0,12,1,164,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,177,
